"","h",".model","series",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1"
"1",1,"arima","A11","Test",-0.228006513828147,1.43869654243793,1.09637132119437,-0.250307293525584,1.11831387032225,0.884185226465747,0.937930258508017,0.0660604381245774
"2",1,"arima","A12","Test",-0.148466007270049,1.48658130370681,1.20940147320843,-0.169478932434704,1.21515507544261,0.868295472936167,0.842778596989193,-0.153651677841339
"3",1,"arima","A21","Test",-0.574637951092012,2.32059006238085,1.84607240602557,-0.636631840373016,1.87618392874206,0.871580060158819,0.886573038829766,0.134863213903368
"4",1,"arima","A22","Test",-0.68947311891643,2.37567403124788,1.92383429905299,-0.752361721877424,1.97044115578541,1.05059727571061,1.01617148421902,-0.0854385399605017
"5",1,"arima","A31","Test",-0.532084972158357,2.22072655572621,1.89238994708008,-0.598158644041088,1.92676733093078,0.966540772697348,0.903856459785181,0.0737891767033445
"6",1,"arima","A32","Test",-0.253244108324929,1.73933540241995,1.48345488979553,-0.280697348628328,1.48929983805473,1.1093493404105,1.04777303551498,0.15492659246151
"7",1,"arima","A41","Test",-0.602295835773722,2.22895239441405,1.78029178656987,-0.655644870837665,1.82397559798725,0.896572051276248,0.916255758790349,-0.0531267652399244
"8",1,"arima","A42","Test",-0.533900693550737,2.4090138322536,1.79658236312315,-0.58776280010804,1.8292145042697,0.822279393024928,0.921879232652077,-0.187986227627112
"9",1,"arima","B1","Test",-0.604483317361998,2.73122128165082,2.22397889607015,-0.320279884507699,1.1249042317178,0.978597365282739,0.966392674801821,-0.117131592588193
"10",1,"arima","B2","Test",-1.20103029043616,4.34938431629081,3.48373392123528,-0.657189713153798,1.77861884328737,0.977940173914034,0.96352573921991,0.0137776632328778
"11",1,"arima","B3","Test",-0.95226617330316,3.67110591727598,3.20905626663738,-0.51658409934689,1.624374148677,1.10092510227811,1.02278031435312,0.111886136822681
"12",1,"arima","B4","Test",-1.12049499776305,4.25009738721035,3.28725902492019,-0.604181442381404,1.68044351304213,0.909413738407313,0.951033538817219,-0.154257519054868
"13",1,"arima","C1","Test",-1.71398700092282,6.22348197738616,4.81066261699408,-0.453884619137837,1.22108507091642,0.970004078861554,0.985795146778054,-0.0402542620562889
"14",1,"arima","C2","Test",-2.19541922900468,6.87991657417735,5.69063440534174,-0.582670818086524,1.44588149448494,1.04449991308625,1.00674377276029,0.0646545513319932
"15",1,"arima","D1","Test",-3.88099193999128,11.9409625229857,9.01720529535742,-0.510301280635933,1.14542122174521,0.94270657101233,0.993779546503817,-0.0123510318174964
"16",1,"mint_novelist","A11","Test",-0.272170934519855,1.47513981023644,1.12746619923938,-0.295691360048016,1.14969727944952,0.909262160944661,0.961688738895563,0.0660265862706273
"17",1,"mint_novelist","A12","Test",-0.176637684816254,1.50891135799514,1.2261023170531,-0.197744053103102,1.23218408099982,0.880285922283046,0.85543804035558,-0.177621340812356
"18",1,"mint_novelist","A21","Test",-0.694115737822528,2.35592768265873,1.86952977287643,-0.756564269517292,1.90433978746325,0.88265490919741,0.900073648826619,0.0997941909354132
"19",1,"mint_novelist","A22","Test",-0.664788209645602,2.37190798166004,1.92599324623066,-0.727567226783783,1.97278859819869,1.05177626707404,1.0145605930997,-0.116966987554697
"20",1,"mint_novelist","A31","Test",-0.585354676197895,2.32750374916107,1.95058847500198,-0.658673012634907,1.98927127062393,0.996265751016051,0.947315775293871,0.0845695260130182
"21",1,"mint_novelist","A32","Test",-0.280140167398263,1.73508642116617,1.48776335582301,-0.308151323018868,1.49348941403954,1.11257127454456,1.04521345558582,0.149753892832313
"22",1,"mint_novelist","A41","Test",-0.644834172963978,2.25919676365533,1.82293358987353,-0.697485461904449,1.8668888629945,0.918046873182687,0.928688315698138,-0.0702959084681409
"23",1,"mint_novelist","A42","Test",-0.615520081519074,2.47093119284921,1.84039058301462,-0.668238623679627,1.8744882212066,0.842330016476023,0.945573712156301,-0.216044158669343
"24",1,"mint_novelist","B1","Test",-0.448808619336108,2.61585812645204,2.06604860076059,-0.241148552485274,1.04474401271648,0.90910472254168,0.925573533242286,-0.108123227808752
"25",1,"mint_novelist","B2","Test",-1.35890394746814,4.40700312956725,3.51443178221111,-0.736621861406305,1.79603134272509,0.986557557497348,0.97629012277811,0.0336303244104344
"26",1,"mint_novelist","B3","Test",-0.865494843596142,3.59140626857142,3.16304950320034,-0.472967614607139,1.59943890357991,1.08514164554381,1.00057577065628,0.123523257109251
"27",1,"mint_novelist","B4","Test",-1.26035425448305,4.28967805546135,3.26906224157383,-0.674808611559102,1.67152270770576,0.904379634114175,0.959890404805461,-0.115184550182843
"28",1,"mint_novelist","C1","Test",-1.80771256680423,6.1392870332646,4.80556516623638,-0.477244435632527,1.22039468970784,0.968976247890974,0.972458727133894,-0.0582533337795159
"29",1,"mint_novelist","C2","Test",-2.12584909807921,6.77879908116075,5.68420930847059,-0.564225170700951,1.4453690270283,1.04332060465674,0.991947167988415,0.028802252418239
"30",1,"mint_novelist","D1","Test",-3.93356166488341,11.7611994016534,9.04739476860036,-0.51640048530601,1.14949159006518,0.945862739012206,0.978818867006514,-0.0302137539949223
"31",1,"mint_shrink","A11","Test",-0.272170934519854,1.47513981023644,1.12746619923938,-0.295691360048014,1.14969727944951,0.909262160944659,0.96168873889556,0.0660265862706288
"32",1,"mint_shrink","A12","Test",-0.176637684816259,1.50891135799514,1.2261023170531,-0.197744053103107,1.23218408099982,0.880285922283045,0.855438040355581,-0.177621340812361
"33",1,"mint_shrink","A21","Test",-0.694115737822561,2.35592768265874,1.86952977287645,-0.756564269517326,1.90433978746326,0.882654909197416,0.900073648826621,0.0997941909354073
"34",1,"mint_shrink","A22","Test",-0.664788209645628,2.37190798166006,1.92599324623067,-0.72756722678381,1.97278859819871,1.05177626707405,1.01456059309971,-0.116966987554694
"35",1,"mint_shrink","A31","Test",-0.585354676197888,2.32750374916109,1.950588475002,-0.6586730126349,1.98927127062395,0.99626575101606,0.947315775293877,0.0845695260130086
"36",1,"mint_shrink","A32","Test",-0.280140167398264,1.73508642116619,1.48776335582302,-0.30815132301887,1.49348941403955,1.11257127454457,1.04521345558583,0.149753892832311
"37",1,"mint_shrink","A41","Test",-0.644834172963992,2.25919676365533,1.82293358987353,-0.697485461904463,1.86688886299449,0.918046873182686,0.928688315698139,-0.0702959084681399
"38",1,"mint_shrink","A42","Test",-0.615520081519086,2.47093119284921,1.84039058301463,-0.668238623679638,1.87448822120662,0.84233001647603,0.945573712156299,-0.216044158669349
"39",1,"mint_shrink","B1","Test",-0.448808619336123,2.61585812645205,2.0660486007606,-0.241148552485282,1.04474401271648,0.909104722541684,0.925573533242289,-0.108123227808747
"40",1,"mint_shrink","B2","Test",-1.35890394746819,4.40700312956726,3.51443178221112,-0.736621861406331,1.79603134272509,0.986557557497352,0.976290122778112,0.0336303244104323
"41",1,"mint_shrink","B3","Test",-0.865494843596166,3.59140626857147,3.16304950320039,-0.472967614607152,1.59943890357993,1.08514164554383,1.0005757706563,0.123523257109243
"42",1,"mint_shrink","B4","Test",-1.26035425448308,4.28967805546135,3.26906224157382,-0.674808611559114,1.67152270770576,0.904379634114174,0.95989040480546,-0.115184550182839
"43",1,"mint_shrink","C1","Test",-1.80771256680429,6.13928703326462,4.80556516623641,-0.477244435632543,1.22039468970785,0.968976247890979,0.972458727133897,-0.0582533337795145
"44",1,"mint_shrink","C2","Test",-2.12584909807923,6.77879908116079,5.68420930847065,-0.564225170700955,1.44536902702831,1.04332060465675,0.991947167988422,0.0288022524182383
"45",1,"mint_shrink","D1","Test",-3.93356166488356,11.7611994016535,9.04739476860043,-0.516400485306029,1.14949159006519,0.945862739012213,0.978818867006519,-0.0302137539949242
"46",2,"arima","A11","Test",-0.420244475810232,1.95071423789333,1.5249101089235,-0.459076149401272,1.56062547057332,1.2297868103022,1.27173024710421,0.394700702122841
"47",2,"arima","A12","Test",-0.241416891771367,1.4763669143945,1.13749498087073,-0.263315503706436,1.14458194345721,0.816669868738823,0.83698781469409,0.146986143263993
"48",2,"arima","A21","Test",-1.13018552763759,3.19080401942309,2.61000750338166,-1.23572907079402,2.65970969419163,1.23225421136642,1.21903513320566,0.560183058860585
"49",2,"arima","A22","Test",-1.30281512106654,2.97585107122171,2.48029865088782,-1.40323862542895,2.55584070172321,1.35447996059439,1.27289138159653,0.429453733300813
"50",2,"arima","A31","Test",-0.953796824163421,3.07019065531071,2.57281495220146,-1.07212435396419,2.63929433797188,1.31406878151359,1.24959628614303,0.527473169524086
"51",2,"arima","A32","Test",-0.494379420654698,2.47701685007687,2.11147724606024,-0.548500954747935,2.12521397067414,1.57899367639791,1.49215123225565,0.541213703342075
"52",2,"arima","A41","Test",-1.1805608752406,2.81142612652383,2.29341999439048,-1.26319851008302,2.35995854005501,1.15498834759576,1.15569331372745,0.502211254252594
"53",2,"arima","A42","Test",-0.905528851240409,2.72151235666228,2.16151062506667,-0.979683148465564,2.20384056070073,0.989303736516154,1.04146588509453,0.401779262135501
"54",2,"arima","B1","Test",-1.0251653633136,3.18465269139158,2.49281056380547,-0.537809161114906,1.26472969065298,1.09688893819974,1.12683108227999,0.275692179986943
"55",2,"arima","B2","Test",-2.37340699124322,6.01260936920286,5.00927862272464,-1.28755810184686,2.5681448481652,1.40618512155319,1.33198252115884,0.549958435866705
"56",2,"arima","B3","Test",-1.76805092468338,5.18351647779255,4.25755391954753,-0.959420925775902,2.16727516468693,1.46063128685618,1.44414210106614,0.499408392753528
"57",2,"arima","B4","Test",-2.1362040507656,5.18845051367533,4.34007916578153,-1.13622752199451,2.2218176723679,1.2006743579426,1.16100644372233,0.457750332033979
"58",2,"arima","C1","Test",-3.28412608475382,7.91006299055374,6.31697185550475,-0.861407611162006,1.60932296759178,1.27373065910866,1.25294838727429,0.43478866229306
"59",2,"arima","C2","Test",-4.13902443878868,9.49122833652581,7.96045328312631,-1.0942435024892,2.02780968696514,1.46111877342668,1.38885914104067,0.535026015007064
"60",2,"arima","D1","Test",-7.4722815161864,15.977289144154,13.1870762212105,-0.976901449094974,1.67883806927105,1.37864704184744,1.32970044328283,0.522312214376343
