"","h",".model","series",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1"
"1",1,"arima","A11","Test",-0.137307531881405,1.33806513759254,1.11816856919031,-0.154444873211345,1.11859183826785,0.795823167981821,0.761823069972012,0.0637813530179999
"2",1,"arima","A12","Test",-0.135042685891749,1.49872780781423,1.15687909336135,-0.156625154209163,1.15132741508712,0.800682999156414,0.829461029790737,0.0367694923190452
"3",1,"arima","A13","Test",-0.161788964166346,2.49990735232443,1.92695446011649,-0.217090518064943,1.91453573959125,0.903695437826681,0.940812824948429,-0.00176405145050215
"4",1,"arima","A14","Test",-0.172156179230295,1.5443599484149,1.29812865271624,-0.197388651815275,1.31193327290931,0.69734363144592,0.664427743030702,0.110849701035453
"5",1,"arima","A15","Test",-0.389125093774479,2.16426823925684,1.74945718699202,-0.43186446762553,1.76478138843915,0.835613103692692,0.842479449874166,-0.154687510353541
"6",1,"arima","A16","Test",0.0869766070151371,1.32376933424952,1.01705196925926,0.0700370673024426,1.01175744730298,0.582446720040966,0.620005694661967,0.182837115139858
"7",1,"arima","A21","Test",0.0507347841032534,1.93707371390245,1.54105333078023,0.0202802224564989,1.54043792448133,0.85332294868234,0.849554791049217,-0.342672769968387
"8",1,"arima","A22","Test",0.118840735001307,1.47032676657006,1.17761657463414,0.099485348055679,1.17427133551918,0.746370168246184,0.719060106464701,-0.222776367760914
"9",1,"arima","A23","Test",0.174359414805895,1.63370610250873,1.29943086858868,0.148580967886174,1.29192272117968,0.813202505403477,0.817390664312409,-0.130561552745941
"10",1,"arima","A24","Test",-0.00401844859444225,1.63702117979105,1.2568474436204,-0.0294384909829539,1.25925831405817,0.831256398163393,0.853878354251216,-0.0436748141685993
"11",1,"arima","A25","Test",0.064523927825406,2.15200698225909,1.70791074030867,0.0262796701914297,1.69219089148649,0.766305816269112,0.756215733878419,-0.338421023583484
"12",1,"arima","A26","Test",0.183652335554535,1.9596285776181,1.61695002076927,0.147232586110406,1.60932906535363,0.666881765468897,0.643210908714565,-0.149503932644078
"13",1,"arima","A31","Test",-0.145048785532608,2.2410841806357,1.75843106434378,-0.189645475728577,1.77865620838368,0.769273594126657,0.779870234639293,-0.185538450857691
"14",1,"arima","A32","Test",0.0758589086567309,2.31810503490355,1.78315408498769,0.0257158457002008,1.78566805512073,0.681922960153789,0.716067375736388,-0.171442543605494
"15",1,"arima","A33","Test",0.153751242995821,2.17511537060774,1.73001675792497,0.111995758489971,1.74817078582908,0.797153445395442,0.808100990323232,-0.188305881133226
"16",1,"arima","A34","Test",-0.12342615366803,1.54850229375308,1.16014208459746,-0.142079963364762,1.16770656460503,0.923639052350141,0.961228818914697,-0.320801129640381
